Summary,Temperature (C),Humidity,Pressure (millibars)
Clear,8.688888889,0.9,1017.51
Partly Cloudy,12.53333333,0.78,1017.24
Clear,15.86111111,0.69,1017.63
Partly Cloudy,18.86666667,0.52,1017.51
Partly Cloudy,20,0.47,1017.52
Partly Cloudy,21.11666667,0.41,1017.62
Partly Cloudy,22.22222222,0.39,1017.4
Partly Cloudy,22.73333333,0.32,1016.9
Partly Cloudy,23.57222222,0.33,1016.34
Partly Cloudy,23.83888889,0.32,1015.81
Partly Cloudy,23.83888889,0.33,1015.41
Partly Cloudy,23.67777778,0.32,1015.09
Partly Cloudy,22.75555556,0.34,1014.82
Partly Cloudy,21.17777778,0.42,1014.62
Partly Cloudy,18.18888889,0.53,1014.97
Partly Cloudy,17.03888889,0.64,1015.3
Partly Cloudy,14.91111111,0.72,1015.04
Partly Cloudy,13.85555556,0.77,1015
Foggy,2.172222222,0.96,1028.12
Foggy,2.183333333,0.97,1027.95
Foggy,1.127777778,0.96,1027.73
Foggy,0.661111111,0.96,1027.62
Foggy,3.361111111,0.97,1027.5
Foggy,3.883333333,1,1027.42
Foggy,4.95,0.94,1027.41
Foggy,5.105555556,1,1027.63
Foggy,6.111111111,1,1028
Foggy,7.222222222,0.93,1028.01
Foggy,7.9,0.96,1028.14
Mostly Cloudy,9.977777778,0.82,1028.1
Mostly Cloudy,10,0.77,1027.52
Mostly Cloudy,10.98888889,0.67,1027.43
Mostly Cloudy,11.06111111,0.62,1027.09
Mostly Cloudy,10.04444444,0.66,1026.79
Mostly Cloudy,10.01111111,0.66,1026.75
Mostly Cloudy,8.722222222,0.72,1026.9
Mostly Cloudy,7.55,0.78,1027.29
Mostly Cloudy,5.966666667,0.87,1027.28
Partly Cloudy,3.822222222,0.93,1027.41
Clear,3.261111111,0.93,1027.41
Clear,2.922222222,0.93,1027.34
Clear,2.105555556,0.96,1027.3
Foggy,6.711111111,0.96,1018.22
Foggy,6.405555556,0.97,1018.35
Foggy,5.672222222,0.96,1018.99
Foggy,5.6,0.96,1018.9
Foggy,5.872222222,0.96,1018.98
Foggy,7.666666667,1,1019.08
Foggy,7.177777778,1,1018.89
Foggy,7.605555556,0.96,1019.23
Partly Cloudy,8.733333333,0.94,1019.81
Partly Cloudy,10.90555556,0.87,1019.92
Partly Cloudy,12.55,0.85,1020.31
Partly Cloudy,14.60555556,0.74,1020.02
Partly Cloudy,15.9,0.74,1019.5
Mostly Cloudy,17.03333333,0.67,1019.01
Mostly Cloudy,17.08333333,0.68,1018.99
Mostly Cloudy,17.10555556,0.68,1019.08
Mostly Cloudy,14.23888889,0.81,1019.06
Partly Cloudy,12.22222222,0.86,1019.28
Partly Cloudy,11.06111111,0.93,1019.38
Partly Cloudy,11.11666667,0.87,1019.63
Mostly Cloudy,10.96666667,0.93,1019.58
Mostly Cloudy,10.43333333,0.9,1019.59
Mostly Cloudy,10.46111111,0.94,1019.7
Partly Cloudy,10.57777778,0.89,1019.68
Clear,9.305555556,0.93,1019.86
Clear,9.111111111,0.9,1019.64
Clear,8.655555556,0.9,1019.79
Clear,8.1,0.9,1019.51
Clear,7.927777778,0.91,1019.48
Clear,7.544444444,0.9,1019.6
Clear,7.522222222,0.9,1019.5
Partly Cloudy,7.383333333,0.91,1019.58
Mostly Cloudy,8.677777778,0.9,1019.8
Mostly Cloudy,10.9,0.82,1019.51
Mostly Cloudy,12.58888889,0.79,1019.52
Mostly Cloudy,14.81111111,0.73,1019.11
Mostly Cloudy,15.95,0.68,1018.4
Mostly Cloudy,16.02222222,0.68,1017.75
Mostly Cloudy,16.10555556,0.72,1017.19
Mostly Cloudy,16.10555556,0.67,1017.1
Mostly Cloudy,14.01111111,0.77,1016.86
Mostly Cloudy,12.05555556,0.81,1016.69
Mostly Cloudy,12.06111111,0.82,1016.69
Mostly Cloudy,11.96666667,0.82,1016.38
Mostly Cloudy,10.95,0.82,1016.2
Mostly Cloudy,10.39444444,0.84,1016.37
Mostly Cloudy,9.488888889,0.9,1016.13
Mostly Cloudy,9.422222222,0.87,1015.69
Mostly Cloudy,9.4,0.84,1015.57
Mostly Cloudy,9.344444444,0.85,1015.15
Mostly Cloudy,8.794444444,0.87,1014.77
Mostly Cloudy,8.794444444,0.87,1014.28
Mostly Cloudy,9.261111111,0.85,1014.07
Mostly Cloudy,8.75,0.84,1013.48
Mostly Cloudy,8.75,0.84,1013.28
Mostly Cloudy,8.777777778,0.86,1013.26
Mostly Cloudy,9.861111111,0.84,1013.48
Mostly Cloudy,11.99444444,0.74,1013.28
Mostly Cloudy,12.13333333,0.73,1013.55
Mostly Cloudy,12.73333333,0.73,1013.17
Mostly Cloudy,14.86111111,0.68,1012.48
Mostly Cloudy,13.97222222,0.64,1012.09
Mostly Cloudy,13.91111111,0.68,1011.77
Mostly Cloudy,13.93333333,0.65,1011.47
Mostly Cloudy,12.78888889,0.69,1011.49
Mostly Cloudy,12.15555556,0.73,1011.28
Mostly Cloudy,11.11666667,0.77,1011.38
Mostly Cloudy,10.10555556,0.83,1011.38
Partly Cloudy,9.955555556,0.83,1011.28
Mostly Cloudy,10.46666667,0.78,1011.07
Mostly Cloudy,9.3,0.82,1010.81
Mostly Cloudy,9.861111111,0.81,1010.5
Mostly Cloudy,9.35,0.81,1010.39
Mostly Cloudy,9.155555556,0.83,1010.42
Partly Cloudy,7.333333333,0.89,1010.47
Partly Cloudy,7.8,0.87,1010.18
Partly Cloudy,6.911111111,0.9,1009.92
Partly Cloudy,7.266666667,0.87,1010.07
Mostly Cloudy,7.822222222,0.9,1010.19
Mostly Cloudy,8.905555556,0.85,1010.39
Mostly Cloudy,9.977777778,0.84,1010.9
Mostly Cloudy,11.03888889,0.78,1011.3
Overcast,12.08333333,0.76,1011.48
Overcast,12.75555556,0.73,1011.51
Overcast,13.77222222,0.68,1011.42
Overcast,14.7,0.7,1011.39
Overcast,14.81666667,0.68,1011.41
Overcast,13.79444444,0.73,1011.6
Mostly Cloudy,12.88333333,0.78,1012.05
Overcast,12.66111111,0.78,1012.42
Overcast,12.08333333,0.81,1012.93
Overcast,11.92777778,0.83,1013.48
Overcast,10.04444444,0.93,1013.92
Overcast,10.45555556,0.89,1014.33
Mostly Cloudy,9.455555556,0.9,1014.93
Mostly Cloudy,9.394444444,0.93,1015.21
Mostly Cloudy,9.322222222,0.93,1015.42
Mostly Cloudy,9.283333333,0.94,1015.44
Mostly Cloudy,9.4,0.93,1015.45
Mostly Cloudy,8.916666667,0.93,1015.63
Mostly Cloudy,8.361111111,0.96,1015.77
Mostly Cloudy,8.85,0.93,1016.02
Mostly Cloudy,8.827777778,0.93,1016.12
Foggy,8.811111111,0.93,1016.55
Foggy,9.872222222,0.93,1017.02
Overcast,11.02777778,0.86,1017.6
Mostly Cloudy,12.1,0.82,1017.68
Mostly Cloudy,12.75555556,0.77,1017.7
Mostly Cloudy,12.77777778,0.77,1017.21
Mostly Cloudy,13.94444444,0.69,1017.02
Mostly Cloudy,13.98333333,0.72,1016.69
Mostly Cloudy,13.93333333,0.68,1016.58
Mostly Cloudy,12.98888889,0.73,1016.81
Mostly Cloudy,12.17222222,0.81,1017
Mostly Cloudy,12.05,0.81,1017.29
Partly Cloudy,10.01666667,0.93,1017.64
Mostly Cloudy,10.03888889,0.86,1017.76
Mostly Cloudy,9.95,0.89,1017.86
Partly Cloudy,8.883333333,0.9,1017.72
Partly Cloudy,7.755555556,0.93,1017.98
Partly Cloudy,7.733333333,0.94,1017.97
Partly Cloudy,7.644444444,0.9,1017.72
Partly Cloudy,7.033333333,0.9,1017.59
Partly Cloudy,7.055555556,0.9,1017.11
Partly Cloudy,7.311111111,0.89,1017.07
Partly Cloudy,6.038888889,0.93,1016.99
Partly Cloudy,6.038888889,0.94,1016.7
Partly Cloudy,6.055555556,0.94,1017.26
Partly Cloudy,7.755555556,0.9,1017.07
Mostly Cloudy,9.927777778,0.78,1017.16
Partly Cloudy,11.95,0.74,1016.65
Partly Cloudy,12.73333333,0.72,1016.37
Partly Cloudy,13.83888889,0.67,1015.74
Partly Cloudy,14.73888889,0.6,1014.46
Partly Cloudy,13.86111111,0.67,1013.98
Partly Cloudy,12.82222222,0.69,1013.87
Partly Cloudy,11.29444444,0.71,1014.03
Mostly Cloudy,10.05,0.78,1013.94
Mostly Cloudy,8.916666667,0.78,1014.03
Partly Cloudy,7.916666667,0.84,1014.18
Partly Cloudy,7.755555556,0.84,1013.86
Mostly Cloudy,7.733333333,0.8,1013.78
Partly Cloudy,7.138888889,0.85,1013.79
Partly Cloudy,6.6,0.87,1013.36
Clear,6.111111111,0.89,1013.03
Partly Cloudy,6.716666667,0.87,1012.59
Partly Cloudy,6.088888889,0.87,1012.26
Partly Cloudy,6.038888889,0.87,1011.77
Mostly Cloudy,6.661111111,0.84,1011.4
Partly Cloudy,7.127777778,0.8,1011.16
Mostly Cloudy,7.15,0.8,1010.96
Mostly Cloudy,7.161111111,0.81,1011.06
Mostly Cloudy,7.733333333,0.77,1011.27
Breezy and Mostly Cloudy,7.755555556,0.77,1011.26
Overcast,8.811111111,0.78,1011.25
Overcast,8.888888889,0.83,1011.19
Overcast,9.933333333,0.78,1011.19
Overcast,10.81666667,0.73,1011.04
Overcast,9.955555556,0.78,1010.78
Overcast,7.938888889,0.95,1010.92
Overcast,7.927777778,0.95,1010.96
Overcast,7.85,0.96,1011.06
Overcast,7.8,0.96,1011.16
Overcast,7.75,0.9,1011.11
Mostly Cloudy,7.8,0.9,1011.27
Mostly Cloudy,7.8,0.87,1011.46
Mostly Cloudy,7.683333333,0.88,1011.4
Mostly Cloudy,7.777777778,0.87,1011.57
Mostly Cloudy,7.777777778,0.87,1011.47
Mostly Cloudy,7.255555556,0.9,1011.29
Mostly Cloudy,7.2,0.9,1011.17
Mostly Cloudy,7.177777778,0.87,1010.49
Mostly Cloudy,6.7,0.9,1010.56
Mostly Cloudy,7.177777778,0.8,1010.61
Mostly Cloudy,7.161111111,0.86,1010.79
Mostly Cloudy,7.472222222,0.85,1010.99
Mostly Cloudy,7.666666667,0.84,1011.2
Mostly Cloudy,8.8,0.79,1011
Mostly Cloudy,8.888888889,0.84,1011.25
Mostly Cloudy,9.911111111,0.78,1011.41
Mostly Cloudy,9.933333333,0.83,1011.31
Overcast,10.05555556,0.83,1011.24
Overcast,10.97222222,0.78,1011.41
Overcast,10.97222222,0.8,1011.61
Overcast,10.97777778,0.82,1011.8
Overcast,9.888888889,0.86,1012
Mostly Cloudy,8.85,0.93,1012.5
Overcast,9.633333333,0.88,1012.87
Mostly Cloudy,8.822222222,0.89,1012.9
Overcast,8.844444444,0.89,1013
Partly Cloudy,8.2,0.9,1013.23
Overcast,7.827777778,0.96,1013.28
Partly Cloudy,7.827777778,0.93,1013.27
Partly Cloudy,5.705555556,0.94,1013.36
Partly Cloudy,5.788888889,0.93,1012.55
Partly Cloudy,5.744444444,0.93,1012.23
Partly Cloudy,6.605555556,0.9,1011.31
Partly Cloudy,7.733333333,0.84,1010.56
Mostly Cloudy,7.755555556,0.84,1009.97
Overcast,7.688888889,0.85,1009.93
Overcast,8.822222222,0.84,1009.69
Overcast,7.777777778,0.96,1010.63
Overcast,8.894444444,0.9,1011.82
Overcast,9.883333333,0.87,1011.07
Mostly Cloudy,11.03888889,0.81,1010.15
Mostly Cloudy,11.23333333,0.81,1010.77
Mostly Cloudy,12.8,0.77,1010.55
Partly Cloudy,12.28888889,0.8,1010.64
Partly Cloudy,11.18888889,0.81,1011.01
Partly Cloudy,10.02222222,0.86,1011.64
Partly Cloudy,8.883333333,0.89,1012.31
Clear,7.855555556,0.9,1012.1
Clear,7.244444444,0.93,1012.34
Mostly Cloudy,6.711111111,0.93,1012.27
Mostly Cloudy,6.833333333,0.9,1012.54
Mostly Cloudy,6.755555556,0.9,1012.9
Overcast,6.688888889,0.94,1013.44
Mostly Cloudy,7.15,0.93,1012.95
Mostly Cloudy,7.111111111,0.9,1012.59
Partly Cloudy,6.072222222,0.9,1012.7
Partly Cloudy,6,0.94,1012.68
Overcast,6.183333333,0.94,1013.19
Mostly Cloudy,6.205555556,0.93,1013.17
Foggy,6.105555556,1,1013.28
Foggy,7.177777778,0.94,1014.28
Foggy,7.244444444,1,1014.7
Foggy,7.744444444,0.96,1014.82
Overcast,7.872222222,0.96,1014.83
Foggy,7.894444444,0.96,1015.02
Overcast,8.144444444,0.95,1015.08
Overcast,8.955555556,0.89,1015.53
Overcast,8.955555556,0.89,1016.02
Mostly Cloudy,8.455555556,0.93,1016.24
Overcast,8.75,0.89,1016.93
Mostly Cloudy,8.838888889,0.89,1017.5
Partly Cloudy,7.25,0.94,1017.72
Partly Cloudy,6.205555556,0.87,1018.25
Partly Cloudy,5.138888889,0.93,1018.84
Clear,5.311111111,0.9,1019.32
Mostly Cloudy,5.627777778,0.9,1019.63
Clear,1.038888889,0.96,1026.83
Clear,0.872222222,0.96,1026.74
Foggy,0.072222222,0.96,1026.89
Foggy,-0.366666667,0.96,1026.49
Foggy,0.394444444,0.96,1026.13
Foggy,1.627777778,0.96,1026
Foggy,2.716666667,0.96,1025.73
Foggy,2.383333333,0.93,1026.19
Clear,6.044444444,0.93,1026.4
Partly Cloudy,7.688888889,0.77,1026.3
Partly Cloudy,9.833333333,0.72,1026.26
Partly Cloudy,12.06111111,0.62,1026.09
Partly Cloudy,12.17222222,0.58,1025.5
Partly Cloudy,12.11666667,0.57,1025.05
Partly Cloudy,12.19444444,0.62,1024.29
Clear,12.15,0.58,1023.91
Clear,10.17777778,0.65,1024.01
Clear,7.216666667,0.8,1023.98
Clear,6.083333333,0.87,1024.2
Clear,6.05,0.87,1024.43
Clear,6.044444444,0.87,1024.48
Clear,5.394444444,0.9,1024.21
Clear,4.016666667,0.91,1024.14
Clear,2.827777778,0.93,1023.91
Mostly Cloudy,4.611111111,0.92,1019.84
Mostly Cloudy,5.205555556,0.9,1020.19
Mostly Cloudy,6.205555556,0.89,1020.03
Mostly Cloudy,6.666666667,0.89,1020.05
Mostly Cloudy,6.544444444,0.9,1020.14
Mostly Cloudy,7.177777778,0.93,1020.36
Overcast,7.2,0.86,1020.57
Mostly Cloudy,6.972222222,0.88,1020.83
Mostly Cloudy,7.15,0.93,1021.38
Overcast,7.733333333,0.89,1022.15
Overcast,8.777777778,0.84,1022.44
Overcast,7.872222222,0.89,1022.66
Overcast,8.938888889,0.83,1022.74
Mostly Cloudy,8.994444444,0.82,1022.62
Mostly Cloudy,9.955555556,0.83,1022.72
Overcast,9.955555556,0.83,1022.82
Mostly Cloudy,8.872222222,0.82,1022.8
Mostly Cloudy,7.8,0.89,1022.93
Mostly Cloudy,7.755555556,0.83,1023.14
Overcast,7.583333333,0.84,1023.68
Overcast,7.477777778,0.84,1023.55
Mostly Cloudy,6.855555556,0.84,1024.04
Partly Cloudy,5.811111111,0.85,1024.1
Mostly Cloudy,4.216666667,0.9,1024.24
Mostly Cloudy,3.8,0.93,1024.35
Mostly Cloudy,3.388888889,0.93,1024.27
Mostly Cloudy,3.755555556,0.93,1024.34
Overcast,4.311111111,0.9,1024.15
Overcast,4.222222222,0.93,1024.36
Foggy,3.8,1,1024.32
Foggy,3.761111111,1,1024.34
Foggy,4.677777778,0.94,1025.11
Foggy,4.755555556,0.93,1025.33
Overcast,5.888888889,0.93,1025.36
Mostly Cloudy,5.872222222,0.81,1025.76
Overcast,7.127777778,0.74,1025.63
Mostly Cloudy,7.194444444,0.79,1025.52
Mostly Cloudy,6.233333333,0.8,1025.48
Mostly Cloudy,7.216666667,0.74,1025.21
Mostly Cloudy,6.177777778,0.86,1025.6
Overcast,6.066666667,0.81,1025.59
Overcast,5.066666667,0.86,1025.89
Overcast,5.044444444,0.86,1026.08
Partly Cloudy,3.338888889,0.95,1026.11
Clear,2.45,0.92,1026.2
Foggy,1.894444444,0.93,1026.5
Mostly Cloudy,2.972222222,0.96,1026.55
Mostly Cloudy,2.938888889,0.96,1026.61
Mostly Cloudy,3.4,0.96,1026.41
Mostly Cloudy,3.205555556,0.96,1026.6
Mostly Cloudy,3.938888889,0.92,1026.7
Mostly Cloudy,3.938888889,0.92,1026.51
Mostly Cloudy,3.816666667,0.93,1026.59
Mostly Cloudy,3.938888889,0.92,1026.51
Foggy,3.938888889,0.92,1026.59
Foggy,3.916666667,0.93,1026.64
Foggy,3.961111111,1,1027.09
Foggy,5.05,0.93,1027.4
Overcast,6.016666667,0.87,1028.03
Overcast,7.222222222,0.79,1028.19
Overcast,7.266666667,0.73,1027.91
Overcast,7.777777778,0.76,1027.73
Overcast,7.755555556,0.63,1027.6
Mostly Cloudy,7.755555556,0.59,1027.7
Overcast,7.255555556,0.65,1027.91
Overcast,7.15,0.66,1028.2
Overcast,6.111111111,0.71,1028.31
Overcast,7.016666667,0.63,1028.43
Overcast,7.083333333,0.67,1028.72
Overcast,6,0.8,1028.91
Overcast,5.494444444,0.79,1029.01
Overcast,5.422222222,0.87,1029.31
Overcast,5.444444444,0.8,1029.22
Mostly Cloudy,4.805555556,0.87,1029.14
Overcast,4.977777778,0.83,1029.62
Overcast,4.466666667,0.92,1029.71
Overcast,4.4,0.9,1029.69
Overcast,3.911111111,0.92,1029.81
Overcast,3.861111111,0.92,1029.8
Mostly Cloudy,3.555555556,0.92,1029.77
Mostly Cloudy,4.883333333,0.93,1030.53
Mostly Cloudy,6.133333333,0.86,1030.73
Mostly Cloudy,7.222222222,0.78,1031.28
Overcast,7.822222222,0.63,1031.31
Mostly Cloudy,7.777777778,0.59,1031.11
Mostly Cloudy,7.827777778,0.54,1030.77
Mostly Cloudy,7.8,0.59,1030.33
Mostly Cloudy,7.266666667,0.6,1030.5
Mostly Cloudy,7.133333333,0.61,1030.46
Overcast,6.088888889,0.66,1030.58
Overcast,7.083333333,0.62,1030.51
Mostly Cloudy,5.933333333,0.72,1030.37
Mostly Cloudy,5.972222222,0.71,1030.62
Mostly Cloudy,5.466666667,0.8,1030.73
Mostly Cloudy,5.416666667,0.77,1030.82
Overcast,5.488888889,0.77,1030.71
Overcast,4.466666667,0.82,1030.05
Mostly Cloudy,4.7,0.8,1029.88
Overcast,3.377777778,0.89,1030.11
Overcast,2.8,0.89,1029.7
Partly Cloudy,1.333333333,0.92,1029.26
Partly Cloudy,1.25,0.92,1029.21
Foggy,1.155555556,0.92,1029.03
Partly Cloudy,0.261111111,0.99,1029.04
Partly Cloudy,1.088888889,0.93,1029.41
Partly Cloudy,4.905555556,0.82,1029.2
Partly Cloudy,6.972222222,0.64,1028.95
Mostly Cloudy,7.705555556,0.54,1028.72
Mostly Cloudy,7.755555556,0.54,1028.23
Mostly Cloudy,7.305555556,0.6,1027.9
Mostly Cloudy,7.266666667,0.6,1027.7
Mostly Cloudy,7.755555556,0.63,1027.68
Mostly Cloudy,6.15,0.69,1027.67
Mostly Cloudy,7.122222222,0.66,1028.9
Mostly Cloudy,5.811111111,0.67,1028.61
Mostly Cloudy,4.783333333,0.73,1028.91
Mostly Cloudy,2.688888889,0.83,1029
Partly Cloudy,2.661111111,0.83,1029.29
Partly Cloudy,2.727777778,0.81,1029.33
Partly Cloudy,1.266666667,0.86,1029.85
Partly Cloudy,0.761111111,0.89,1029.98
Partly Cloudy,1.327777778,0.86,1029.81
Partly Cloudy,0.761111111,0.89,1030.52
Partly Cloudy,1.761111111,0.86,1029.59
Overcast,1.727777778,0.86,1029.56
Overcast,2.266666667,0.8,1029.89
Overcast,2.244444444,0.8,1029.89
Overcast,2.277777778,0.82,1029.84
Overcast,2.266666667,0.8,1029.59
Mostly Cloudy,2.777777778,0.83,1029.31
Mostly Cloudy,3.905555556,0.72,1029.65
Overcast,3.911111111,0.82,1029.21
Overcast,4.994444444,0.76,1028.69
Overcast,5.083333333,0.69,1028.13
Overcast,4.972222222,0.71,1027.8
Mostly Cloudy,4.972222222,0.76,1027.51
Mostly Cloudy,4.95,0.76,1027.47
Overcast,3.861111111,0.82,1027.52
Overcast,3.838888889,0.83,1027.63
Mostly Cloudy,3.805555556,0.84,1027.53
Mostly Cloudy,2.711111111,0.89,1027.62
Mostly Cloudy,3.238888889,0.86,1027.63
Mostly Cloudy,2.838888889,0.87,1027.64
Mostly Cloudy,2.705555556,0.86,1027.72
Mostly Cloudy,1.133333333,0.93,1027.52
Mostly Cloudy,1.738888889,0.93,1027.23
Foggy,1.622222222,0.93,1026.94
Foggy,1.161111111,0.92,1026.63
Foggy,-0.111111111,0.93,1026.62
Foggy,-0.944444444,0.93,1026.51
Foggy,0.072222222,0.93,1026.4
Foggy,0.355555556,0.99,1026.46
Foggy,1.138888889,1,1026.5
Foggy,2.222222222,1,1026.51
Overcast,2.916666667,0.94,1026.61
Overcast,2.894444444,0.89,1026.3
Overcast,2.933333333,0.95,1025.9
Overcast,4.022222222,0.76,1025.42
Mostly Cloudy,3.883333333,0.82,1024.99
Mostly Cloudy,3.838888889,0.83,1024.79
Mostly Cloudy,2.966666667,0.87,1024.62
Mostly Cloudy,2.755555556,0.89,1024.61
Mostly Cloudy,2.755555556,0.89,1024.51
Mostly Cloudy,2.777777778,0.9,1024.54
Mostly Cloudy,2.194444444,0.92,1024.41
Overcast,2.194444444,0.89,1024.6
Overcast,1.827777778,0.9,1024.73
Overcast,1.083333333,0.96,1024.71
Overcast,1.061111111,0.92,1024.41
Foggy,0.722222222,0.95,1024.13
Foggy,0.883333333,0.93,1023.91
Foggy,0.883333333,0.93,1023.52
Overcast,0.8,0.92,1023.26
Foggy,0.861111111,0.93,1023.02
Partly Cloudy,0.933333333,0.93,1022.82
Foggy,-0.3,0.93,1022.93
Foggy,-0.066666667,0.93,1023.01
Foggy,-0.044444444,0.93,1023.1
Mostly Cloudy,0.977777778,0.81,1022.85
Mostly Cloudy,2.711111111,0.77,1022.31
Mostly Cloudy,4.788888889,0.66,1021.72
Mostly Cloudy,3.777777778,0.66,1021.04
Overcast,3.772222222,0.65,1020.64
Overcast,2.733333333,0.76,1020.62
Overcast,2.494444444,0.77,1020.63
Overcast,2.194444444,0.79,1020.5
Overcast,2.194444444,0.85,1020.4
Overcast,2.311111111,0.85,1020.42
Overcast,2.15,0.85,1020.6
Overcast,1.638888889,0.89,1020.67
Overcast,1.75,0.88,1020.42
Overcast,1.616666667,0.89,1020.43
Overcast,1.594444444,0.89,1020.49
Overcast,1.605555556,0.9,1020.35
Overcast,1.572222222,0.92,1019.81
Foggy,1.572222222,0.93,1019.62
Overcast,1.583333333,0.93,1019.53
Foggy,1.061111111,0.93,1019.5
Overcast,1.061111111,0.93,1019.4
Foggy,1.288888889,0.93,1019.76
Overcast,2.15,0.93,1019.91
Foggy,2.15,0.93,1020.12
Overcast,2.311111111,0.93,1020.42
Overcast,2.727777778,0.9,1020.1
Overcast,2.75,0.96,1020.01
Overcast,3.011111111,0.96,1019.63
Overcast,2.8,0.96,1019.42
Overcast,3.816666667,0.9,1019.52
Foggy,3.033333333,0.96,1019.7
Foggy,2.777777778,1,1019.92
Foggy,3.794444444,0.93,1020.13
Overcast,3.838888889,0.93,1020.39
Foggy,3.744444444,0.93,1020.34
Foggy,3.238888889,0.96,1020.46
Foggy,3.766666667,0.93,1020.82
Foggy,3.238888889,0.96,1021.04
Foggy,3.216666667,0.96,1020.94
Foggy,3.272222222,0.96,1020.91
Foggy,2.755555556,0.96,1020.83
Foggy,2.755555556,0.96,1020.63
Foggy,2.738888889,0.96,1020.43
Foggy,2.755555556,0.96,1020.41
Foggy,2.755555556,0.96,1020.14
Foggy,2.755555556,0.99,1019.96
Foggy,2.755555556,0.96,1020.52
Foggy,2.755555556,1,1020.23
Foggy,3.905555556,0.93,1020.05
Foggy,3.838888889,1,1019.66
Foggy,4.877777778,0.93,1019.44
Foggy,5.027777778,0.93,1018.93
Foggy,4.877777778,0.93,1018.65
Foggy,4.811111111,0.93,1018.64
Foggy,5.027777778,0.93,1018.54
Foggy,4.788888889,0.93,1018.66
Foggy,4.788888889,0.93,1018.68
Foggy,4.027777778,0.93,1018.76
Foggy,2.727777778,1,1018.96
Foggy,3.216666667,0.96,1019.26
Foggy,3.333333333,0.93,1019.35
Foggy,2.733333333,0.96,1019.44
Clear,2.777777778,0.93,1023.71
Clear,2.444444444,0.96,1023.55
Foggy,1.205555556,0.96,1023.5
Clear,2.733333333,0.96,1022.99
Clear,2.788888889,0.93,1022.56
Clear,2.711111111,0.96,1022.37
Foggy,2.616666667,0.96,1022.11
Clear,3.477777778,0.91,1022.21
Clear,5.788888889,0.81,1022.42
Clear,7.594444444,0.78,1022.3
Clear,9.666666667,0.72,1022.2
Clear,11.01666667,0.67,1021.69
Partly Cloudy,12.15,0.66,1020.98
Partly Cloudy,13.74444444,0.59,1019.97
Partly Cloudy,13.79444444,0.59,1019.19
Partly Cloudy,12.75555556,0.64,1018.89
Mostly Cloudy,12.15555556,0.65,1018.48
Mostly Cloudy,8.933333333,0.77,1018.49
Mostly Cloudy,7.805555556,0.83,1018.85
Partly Cloudy,7.755555556,0.84,1018.84
Partly Cloudy,6.161111111,0.87,1018.75
Partly Cloudy,6.577777778,0.83,1018.64
Clear,6.038888889,0.84,1018.47
Clear,5.488888889,0.87,1018.24
Foggy,2.733333333,0.92,1019.33
Foggy,2.833333333,0.95,1019.47
Foggy,2.733333333,0.96,1019.54
Foggy,2.733333333,0.96,1019.54
Foggy,3.166666667,0.96,1019.16
Foggy,3.194444444,0.96,1019.24
Foggy,3.7,0.93,1019.15
Foggy,3.6,0.93,1019.33
Foggy,3.7,0.93,1019.46
Foggy,3.722222222,0.93,1019.83
Foggy,3.7,0.93,1019.96
Foggy,3.722222222,0.93,1019.56
Foggy,3.744444444,0.93,1019.13
Foggy,3.9,0.93,1018.66
Overcast,3.766666667,1,1018.52
Overcast,3.766666667,1,1018.32
Overcast,4.772222222,0.88,1018.11
Overcast,4.788888889,0.87,1017.82
Overcast,4.811111111,0.87,1017.94
Overcast,4.772222222,0.93,1018.12
Overcast,4.788888889,0.87,1018.09
Overcast,4.277777778,0.93,1017.63
Overcast,4.3,0.93,1017.55
Overcast,4.788888889,0.94,1017.31
Clear,5.511111111,0.87,1018.13
Clear,4.738888889,0.88,1018.03
Clear,4.377777778,0.9,1017.85
Clear,3.866666667,0.9,1017.45
Clear,3.755555556,0.9,1017.51
Clear,3.794444444,0.9,1017.14
Clear,3.794444444,0.9,1017.03
Clear,3.672222222,0.93,1017.23
Clear,6.044444444,0.87,1017.21
Clear,7.805555556,0.83,1017.1
Clear,11.15,0.72,1016.69
Clear,13.86666667,0.64,1016.21
Clear,15.09444444,0.62,1015.33
Clear,16.25555556,0.54,1014.78
Clear,17.26666667,0.52,1014.02
Clear,16.17777778,0.58,1013.81
Clear,13.4,0.65,1013.59
Partly Cloudy,12.28888889,0.66,1013.51
Clear,12.08333333,0.67,1013.63
Clear,10.18333333,0.76,1013.8
Clear,9.972222222,0.77,1013.82
Clear,9.394444444,0.78,1014.01
Clear,8.888888889,0.81,1014.12
Clear,8.288888889,0.83,1014.01
Clear,7.777777778,0.86,1013.61
Clear,7.794444444,0.87,1013.35
Clear,7.683333333,0.84,1013.13
Clear,7.616666667,0.84,1012.94
Clear,7.577777778,0.85,1012.93
Clear,7.572222222,0.84,1012.74
Clear,7.066666667,0.87,1012.82
Clear,7.555555556,0.85,1012.92
Clear,9.822222222,0.78,1013.43
Clear,12.15,0.72,1013.24
Clear,14.92777778,0.62,1013.37
Clear,16.15555556,0.58,1013.13
Clear,17.86666667,0.56,1012.71
Partly Cloudy,18.97777778,0.5,1012.38
Partly Cloudy,18.97777778,0.52,1012.11
Partly Cloudy,17.88888889,0.6,1011.91
Partly Cloudy,16.38888889,0.6,1011.81
Partly Cloudy,14.99444444,0.67,1012.1
Partly Cloudy,12.89444444,0.72,1012.42
Partly Cloudy,12.85555556,0.72,1012.68
Partly Cloudy,12.26666667,0.73,1012.82
